"place_code","place_name","state","eli_households","total_vouchers","vouchers_per_1000_eli","desert_eli"
"0415500","AZ Coolidge city, Arizona","AZ",352,50,142.045454545455,"Moderate desert"
"0420540","AZ Drexel Heights CDP, Arizona","AZ",740,54,72.972972972973,"Severe desert"
"0422220","AZ El Mirage city, Arizona","AZ",672,131,194.940476190476,"Moderate desert"
"0422360","AZ Eloy city, Arizona","AZ",341,194,568.91495601173,"Adequate supply"
"0423620","AZ Flagstaff city, Arizona","AZ",2998,571,190.460306871247,"Moderate desert"
"0423760","AZ Florence town, Arizona","AZ",502,11,21.9123505976096,"Severe desert"
"0424895","AZ Fort Mohave CDP, Arizona","AZ",541,9,16.6358595194085,"Severe desert"
"0425030","AZ Fortuna Foothills CDP, Arizona","AZ",976,16,16.3934426229508,"Severe desert"
"0425300","AZ Fountain Hills town, Arizona","AZ",1071,3,2.80112044817927,"Severe desert"
"0427400","AZ Gilbert town, Arizona","AZ",6477,142,21.92373012197,"Severe desert"
"0427820","AZ Glendale city, Arizona","AZ",7880,1763,223.730964467005,"Moderate desert"
"0428140","AZ Gold Canyon CDP, Arizona","AZ",295,3,10.1694915254237,"Severe desert"
"0428380","AZ Goodyear city, Arizona","AZ",2099,88,41.9247260600286,"Severe desert"
"0429710","AZ Green Valley CDP, Arizona","AZ",698,4,5.73065902578797,"Severe desert"
"0437620","AZ Kingman city, Arizona","AZ",819,260,317.460317460317,"Low availability"
"0439370","AZ Lake Havasu City city, Arizona","AZ",1378,142,103.047895500726,"Moderate desert"
"0444270","AZ Marana town, Arizona","AZ",1499,34,22.6817878585724,"Severe desert"
"0444410","AZ Maricopa city, Arizona","AZ",972,109,112.139917695473,"Moderate desert"
"0446000","AZ Mesa city, Arizona","AZ",12029,2358,196.026269847868,"Moderate desert"
"0451600","AZ Oro Valley town, Arizona","AZ",1904,24,12.6050420168067,"Severe desert"
"0453700","AZ Payson town, Arizona","AZ",372,48,129.032258064516,"Moderate desert"
"0454050","AZ Peoria city, Arizona","AZ",5868,497,84.6966598500341,"Severe desert"
"0455000","AZ Phoenix city, Arizona","AZ",46353,11551,249.196384268548,"Moderate desert"
"0455300","AZ Picture Rocks CDP, Arizona","AZ",275,1,3.63636363636364,"Severe desert"
"0457380","AZ Prescott city, Arizona","AZ",1925,223,115.844155844156,"Moderate desert"
"0457450","AZ Prescott Valley town, Arizona","AZ",1169,57,48.759623609923,"Severe desert"
"0458150","AZ Queen Creek town, Arizona","AZ",1305,8,6.13026819923372,"Severe desert"
"0460180","AZ Rio Rico CDP, Arizona","AZ",270,23,85.1851851851852,"Severe desert"
"0462000","AZ Safford city, Arizona","AZ",221,55,248.868778280543,"Moderate desert"
"0462140","AZ Sahuarita town, Arizona","AZ",755,8,10.5960264900662,"Severe desert"
"0463470","AZ San Luis city, Arizona","AZ",598,251,419.732441471572,"Low availability"
"0464210","AZ San Tan Valley CDP, Arizona","AZ",1188,59,49.6632996632997,"Severe desert"
"0465000","AZ Scottsdale city, Arizona","AZ",11579,932,80.4905432248035,"Severe desert"
"0465350","AZ Sedona city, Arizona","AZ",465,1,2.1505376344086,"Severe desert"
"0466470","AZ Show Low city, Arizona","AZ",221,19,85.972850678733,"Severe desert"
"0466820","AZ Sierra Vista city, Arizona","AZ",1746,610,349.369988545246,"Low availability"
"0466845","AZ Sierra Vista Southeast CDP, Arizona","AZ",480,9,18.75,"Severe desert"
"0467800","AZ Snowflake town, Arizona","AZ",203,9,44.3349753694581,"Severe desert"
"0468080","AZ Somerton city, Arizona","AZ",494,148,299.595141700405,"Low availability"
"0470320","AZ Sun City CDP, Arizona","AZ",1744,35,20.0688073394495,"Severe desert"
"0470355","AZ Sun City West CDP, Arizona","AZ",691,35,50.6512301013025,"Severe desert"
"0470530","AZ Sun Lakes CDP, Arizona","AZ",674,1,1.48367952522255,"Severe desert"
"0471510","AZ Surprise city, Arizona","AZ",3411,312,91.4687774846086,"Severe desert"
"0472000","AZ Tanque Verde CDP, Arizona","AZ",454,2,4.40528634361234,"Severe desert"
"0473000","AZ Tempe city, Arizona","AZ",7029,1406,200.02845354958,"Moderate desert"
"0473420","AZ Thatcher town, Arizona","AZ",205,19,92.6829268292683,"Severe desert"
"0477000","AZ Tucson city, Arizona","AZ",15429,6425,416.423617862467,"Low availability"
"0477035","AZ Tucson Estates CDP, Arizona","AZ",382,7,18.3246073298429,"Severe desert"
"0477179","AZ Tucson Mountains CDP, Arizona","AZ",588,1,1.70068027210884,"Severe desert"
"0478760","AZ Valencia West CDP, Arizona","AZ",620,21,33.8709677419355,"Severe desert"
"0479830","AZ Verde Village CDP, Arizona","AZ",428,4,9.34579439252336,"Severe desert"
"0480095","AZ Village of Oak Creek (Big Park) CDP, Arizona","AZ",296,1,3.37837837837838,"Severe desert"
"0482740","AZ Wickenburg town, Arizona","AZ",332,83,250,"Low availability"
"0483930","AZ Winslow city, Arizona","AZ",305,108,354.098360655738,"Low availability"
"0485540","AZ Yuma city, Arizona","AZ",2170,1625,748.847926267281,"Adequate supply"
"0504840","AR Bella Vista city, Arkansas","AR",651,3,4.60829493087558,"Severe desert"
"0505290","AR Benton city, Arkansas","AR",982,422,429.735234215886,"Low availability"
"0505320","AR Bentonville city, Arkansas","AR",1797,169,94.045631608236,"Severe desert"
"0509460","AR Bryant city, Arkansas","AR",365,191,523.287671232877,"Adequate supply"
"0510300","AR Cabot city, Arkansas","AR",646,340,526.315789473684,"Adequate supply"
"0510720","AR Camden city, Arkansas","AR",507,105,207.100591715976,"Moderate desert"
"0512820","AR Centerton city, Arkansas","AR",424,12,28.3018867924528,"Severe desert"
"0515190","AR Conway city, Arkansas","AR",2349,485,206.470838654747,"Moderate desert"
"0520470","AR East End CDP, Arkansas","AR",216,38,175.925925925926,"Moderate desert"
"0523290","AR Fayetteville city, Arkansas","AR",3592,1072,298.440979955457,"Low availability"
"0524550","AR Fort Smith city, Arkansas","AR",1940,2362,1217.52577319588,"Adequate supply"
"0528780","AR Greenwood city, Arkansas","AR",324,24,74.0740740740741,"Severe desert"
"0533482","AR Hot Springs Village CDP, Arkansas","AR",663,6,9.04977375565611,"Severe desert"
"0535710","AR Jonesboro city, Arkansas","AR",2149,1618,752.908329455561,"Adequate supply"
"0541000","AR Little Rock city, Arkansas","AR",6079,4721,776.607994735976,"Adequate supply"
"0544180","AR Marion city, Arkansas","AR",276,20,72.463768115942,"Severe desert"
"0544600","AR Maumelle city, Arkansas","AR",895,342,382.122905027933,"Low availability"
"0550450","AR North Little Rock city, Arkansas","AR",2702,2700,999.259807549963,"Adequate supply"
"0553390","AR Paragould city, Arkansas","AR",846,716,846.335697399527,"Adequate supply"
"0560410","AR Rogers city, Arkansas","AR",1371,272,198.395331874544,"Moderate desert"
"0563020","AR Searcy city, Arkansas","AR",444,406,914.414414414414,"Adequate supply"
"0563800","AR Sherwood city, Arkansas","AR",814,143,175.675675675676,"Moderate desert"
"0564370","AR Siloam Springs city, Arkansas","AR",397,178,448.362720403023,"Low availability"
"0566080","AR Springdale city, Arkansas","AR",929,306,329.386437029064,"Low availability"
"0567490","AR Stuttgart city, Arkansas","AR",217,502,2313.36405529954,"Adequate supply"
"0571480","AR Van Buren city, Arkansas","AR",519,444,855.491329479769,"Adequate supply"
"0600212","CA Acton CDP, California","CA",385,2,5.19480519480519,"Severe desert"
"0600296","CA Adelanto city, California","CA",882,227,257.369614512472,"Low availability"
"0600394","CA Agoura Hills city, California","CA",914,3,3.28227571115974,"Severe desert"
"0600562","CA Alameda city, California","CA",3430,1990,580.174927113703,"Adequate supply"
"0600618","CA Alamo CDP, California","CA",374,2,5.3475935828877,"Severe desert"
"0600674","CA Albany city, California","CA",842,12,14.2517814726841,"Severe desert"
"0600884","CA Alhambra city, California","CA",3447,662,192.05105889179,"Moderate desert"
"0600947","CA Aliso Viejo city, California","CA",2005,177,88.2793017456359,"Severe desert"
"0601192","CA Alpine CDP, California","CA",536,66,123.134328358209,"Moderate desert"
"0601290","CA Altadena CDP, California","CA",1623,238,146.64202094886,"Moderate desert"
"0601360","CA Alta Sierra CDP, California","CA",219,6,27.3972602739726,"Severe desert"
"0601640","CA American Canyon city, California","CA",626,178,284.345047923323,"Low availability"
"0602000","CA Anaheim city, California","CA",10876,6262,575.763148216256,"Adequate supply"
"0602042","CA Anderson city, California","CA",591,504,852.791878172589,"Adequate supply"
"0602210","CA Antelope CDP, California","CA",967,385,398.138572905894,"Low availability"
"0602252","CA Antioch city, California","CA",2739,2690,982.110259218693,"Adequate supply"
"0602364","CA Apple Valley town, California","CA",1146,318,277.486910994764,"Low availability"
"0602462","CA Arcadia city, California","CA",1863,210,112.721417069243,"Moderate desert"
"0602553","CA Arden-Arcade CDP, California","CA",3952,1313,332.236842105263,"Low availability"
"0602868","CA Arroyo Grande city, California","CA",889,302,339.70753655793,"Low availability"
"0602896","CA Artesia city, California","CA",361,17,47.0914127423823,"Severe desert"
"0602980","CA Ashland CDP, California","CA",594,590,993.265993265993,"Adequate supply"
"0603064","CA Atascadero city, California","CA",902,306,339.246119733925,"Low availability"
"0603162","CA Atwater city, California","CA",425,251,590.588235294118,"Adequate supply"
"0603204","CA Auburn city, California","CA",598,187,312.709030100334,"Low availability"
"0603344","CA Avocado Heights CDP, California","CA",200,52,260,"Low availability"
"0603386","CA Azusa city, California","CA",938,538,573.560767590618,"Adequate supply"
"0603526","CA Bakersfield city, California","CA",11567,2845,245.958329731132,"Moderate desert"
"0603666","CA Baldwin Park city, California","CA",1253,516,411.811652035116,"Low availability"
"0603820","CA Banning city, California","CA",626,191,305.111821086262,"Low availability"
"0604030","CA Barstow city, California","CA",1083,568,524.469067405356,"Adequate supply"
"0604415","CA Bay Point CDP, California","CA",416,474,1139.42307692308,"Adequate supply"
"0604758","CA Beaumont city, California","CA",1484,238,160.377358490566,"Moderate desert"
"0604870","CA Bell city, California","CA",329,278,844.984802431611,"Adequate supply"
"0604982","CA Bellflower city, California","CA",1976,775,392.206477732794,"Low availability"
"0604996","CA Bell Gardens city, California","CA",356,414,1162.92134831461,"Adequate supply"
"0605108","CA Belmont city, California","CA",1597,196,122.730118973075,"Moderate desert"
"0605290","CA Benicia city, California","CA",1261,376,298.17605075337,"Low availability"
"0606000","CA Berkeley city, California","CA",7529,2755,365.918448665161,"Low availability"
"0606028","CA Bermuda Dunes CDP, California","CA",252,18,71.4285714285714,"Severe desert"
"0606308","CA Beverly Hills city, California","CA",2057,155,75.3524550315994,"Severe desert"
"0606406","CA Big Bear City CDP, California","CA",513,17,33.1384015594542,"Severe desert"
"0606928","CA Blackhawk CDP, California","CA",361,1,2.77008310249307,"Severe desert"
"0607064","CA Bloomington CDP, California","CA",383,95,248.041775456919,"Moderate desert"
"0607218","CA Blythe city, California","CA",283,150,530.035335689046,"Adequate supply"
"0607414","CA Bonita CDP, California","CA",300,67,223.333333333333,"Moderate desert"
"0607624","CA Bostonia CDP, California","CA",505,306,605.940594059406,"Adequate supply"
"0608058","CA Brawley city, California","CA",481,498,1035.34303534304,"Adequate supply"
"0608100","CA Brea city, California","CA",1563,178,113.883557261676,"Moderate desert"
"0608142","CA Brentwood city, California","CA",2243,364,162.282657155595,"Moderate desert"
"0608310","CA Brisbane city, California","CA",221,70,316.742081447964,"Low availability"
"0608338","CA Broadmoor CDP, California","CA",252,11,43.6507936507936,"Severe desert"
"0608786","CA Buena Park city, California","CA",1780,701,393.820224719101,"Low availability"
"0608954","CA Burbank city, California","CA",5938,1478,248.905355338498,"Moderate desert"
"0608968","CA Burbank CDP, California","CA",266,85,319.548872180451,"Low availability"
"0609066","CA Burlingame city, California","CA",1504,152,101.063829787234,"Moderate desert"
"0609598","CA Calabasas city, California","CA",1458,3,2.05761316872428,"Severe desert"
"0609710","CA Calexico city, California","CA",551,426,773.139745916515,"Adequate supply"
"0609780","CA California City city, California","CA",320,65,203.125,"Moderate desert"
"0609864","CA Calimesa city, California","CA",342,3,8.7719298245614,"Severe desert"
"0609892","CA Calistoga city, California","CA",249,34,136.546184738956,"Moderate desert"
"0609948","CA Callender CDP, California","CA",217,3,13.8248847926267,"Severe desert"
"0610046","CA Camarillo city, California","CA",2337,646,276.422764227642,"Low availability"
"0610074","CA Cambria CDP, California","CA",280,12,42.8571428571429,"Severe desert"
"0610256","CA Cameron Park CDP, California","CA",716,58,81.0055865921788,"Severe desert"
"0610301","CA Camino Tassajara CDP, California","CA",238,11,46.218487394958,"Severe desert"
"0610345","CA Campbell city, California","CA",1793,786,438.371444506414,"Low availability"
"0610928","CA Canyon Lake city, California","CA",458,3,6.55021834061135,"Severe desert"
"0611040","CA Capitola city, California","CA",328,192,585.365853658537,"Adequate supply"
"0611194","CA Carlsbad city, California","CA",5691,758,133.192760499034,"Moderate desert"
"0611324","CA Carmel Valley Village CDP, California","CA",308,83,269.480519480519,"Low availability"
"0611390","CA Carmichael CDP, California","CA",3170,692,218.296529968454,"Moderate desert"
"0611446","CA Carpinteria city, California","CA",422,118,279.620853080569,"Low availability"
"0611530","CA Carson city, California","CA",2776,441,158.861671469741,"Moderate desert"
"0611691","CA Casa de Oro-Mount Helix CDP, California","CA",608,123,202.302631578947,"Moderate desert"
"0611796","CA Castaic CDP, California","CA",492,48,97.5609756097561,"Severe desert"
"0611964","CA Castro Valley CDP, California","CA",2479,343,138.362242839855,"Moderate desert"
"0612048","CA Cathedral City city, California","CA",1945,525,269.922879177378,"Low availability"
"0612524","CA Ceres city, California","CA",1298,487,375.192604006163,"Low availability"
"0612552","CA Cerritos city, California","CA",1666,20,12.0048019207683,"Severe desert"
"0612734","CA Charter Oak CDP, California","CA",231,231,1000,"Adequate supply"
"0612902","CA Cherryland CDP, California","CA",477,294,616.352201257862,"Adequate supply"
"0612916","CA Cherry Valley CDP, California","CA",338,18,53.2544378698225,"Severe desert"
"0613014","CA Chico city, California","CA",4776,1771,370.812395309883,"Low availability"
"0613210","CA Chino city, California","CA",2313,510,220.492866407263,"Moderate desert"
"0613214","CA Chino Hills city, California","CA",2203,47,21.3345438039038,"Severe desert"
"0613294","CA Chowchilla city, California","CA",411,197,479.318734793187,"Low availability"
"0613392","CA Chula Vista city, California","CA",9128,3894,426.599474145486,"Low availability"
"0613588","CA Citrus Heights city, California","CA",2183,412,188.731103985341,"Moderate desert"
"0613756","CA Claremont city, California","CA",1497,263,175.684702738811,"Moderate desert"
"0613882","CA Clayton city, California","CA",360,1,2.77777777777778,"Severe desert"
"0614190","CA Cloverdale city, California","CA",282,213,755.31914893617,"Adequate supply"
"0614218","CA Clovis city, California","CA",3559,1041,292.497892666479,"Low availability"
"0614260","CA Coachella city, California","CA",613,347,566.068515497553,"Adequate supply"
"0614274","CA Coalinga city, California","CA",477,210,440.251572327044,"Low availability"
"0614890","CA Colton city, California","CA",1607,575,357.809583074051,"Low availability"
"0614946","CA Colusa city, California","CA",369,38,102.981029810298,"Moderate desert"
"0614974","CA Commerce city, California","CA",440,240,545.454545454545,"Adequate supply"
"0615044","CA Compton city, California","CA",2358,1327,562.765055131467,"Adequate supply"
"0616000","CA Concord city, California","CA",4530,1412,311.699779249448,"Low availability"
"0616090","CA Contra Costa Centre CDP, California","CA",361,77,213.296398891967,"Moderate desert"
"0616224","CA Corcoran city, California","CA",422,196,464.454976303318,"Low availability"
"0616350","CA Corona city, California","CA",4506,663,147.137150466045,"Moderate desert"
"0616378","CA Coronado city, California","CA",844,60,71.0900473933649,"Severe desert"
"0616462","CA Corte Madera town, California","CA",490,74,151.020408163265,"Moderate desert"
"0616532","CA Costa Mesa city, California","CA",3587,739,206.021745190967,"Moderate desert"
"0616560","CA Cotati city, California","CA",362,139,383.977900552486,"Low availability"
"0616630","CA Cottonwood CDP, California","CA",365,20,54.7945205479452,"Severe desert"
"0616742","CA Covina city, California","CA",1514,487,321.664464993395,"Low availability"
"0617274","CA Crockett CDP, California","CA",230,14,60.8695652173913,"Severe desert"
"0617498","CA Cudahy city, California","CA",597,219,366.834170854271,"Low availability"
"0617568","CA Culver City city, California","CA",2268,554,244.268077601411,"Moderate desert"
"0617610","CA Cupertino city, California","CA",2672,178,66.6167664670659,"Severe desert"
"0617750","CA Cypress city, California","CA",1786,212,118.701007838746,"Moderate desert"
"0617918","CA Daly City city, California","CA",3726,743,199.409554482018,"Moderate desert"
"0617946","CA Dana Point city, California","CA",1638,39,23.8095238095238,"Severe desert"
"0617988","CA Danville town, California","CA",1510,18,11.9205298013245,"Severe desert"
"0618100","CA Davis city, California","CA",4411,680,154.160054409431,"Moderate desert"
"0618153","CA Day Valley CDP, California","CA",260,16,61.5384615384615,"Severe desert"
"0618352","CA Del Aire CDP, California","CA",350,36,102.857142857143,"Moderate desert"
"0618394","CA Delano city, California","CA",486,368,757.201646090535,"Adequate supply"
"0618506","CA Del Mar city, California","CA",270,3,11.1111111111111,"Severe desert"
"0618996","CA Desert Hot Springs city, California","CA",923,358,387.865655471289,"Low availability"
"0619022","CA Desert Palms CDP, California","CA",334,1,2.9940119760479,"Severe desert"
"0619192","CA Diamond Bar city, California","CA",1995,92,46.1152882205514,"Severe desert"
"0619220","CA Diamond Springs CDP, California","CA",384,78,203.125,"Moderate desert"
"0619318","CA Dinuba city, California","CA",547,248,453.382084095064,"Low availability"
"0619339","CA Discovery Bay CDP, California","CA",654,39,59.6330275229358,"Severe desert"
"0619402","CA Dixon city, California","CA",514,253,492.217898832685,"Low availability"
"0619612","CA Dos Palos city, California","CA",223,55,246.636771300448,"Moderate desert"
"0619766","CA Downey city, California","CA",2393,527,220.225658169662,"Moderate desert"
"0619990","CA Duarte city, California","CA",868,274,315.668202764977,"Low availability"
"0620018","CA Dublin city, California","CA",2080,474,227.884615384615,"Moderate desert"
"0620574","CA Eastern Goleta Valley CDP, California","CA",1185,198,167.088607594937,"Moderate desert"
"0620697","CA East Hemet CDP, California","CA",497,140,281.69014084507,"Low availability"
"0620802","CA East Los Angeles CDP, California","CA",2542,1177,463.021243115657,"Low availability"
"0620903","CA East Niles CDP, California","CA",251,221,880.478087649402,"Adequate supply"
"0620956","CA East Palo Alto city, California","CA",816,586,718.137254901961,"Adequate supply"
"0620984","CA East Pasadena CDP, California","CA",239,12,50.2092050209205,"Severe desert"
"0621034","CA East Rancho Dominguez CDP, California","CA",471,141,299.363057324841,"Low availability"
"0621096","CA East San Gabriel CDP, California","CA",870,49,56.3218390804598,"Severe desert"
"0621230","CA Eastvale city, California","CA",1039,2,1.92492781520693,"Severe desert"
"0621292","CA East Whittier CDP, California","CA",228,116,508.771929824561,"Adequate supply"
"0621712","CA El Cajon city, California","CA",1946,3443,1769.27029804728,"Adequate supply"
"0621782","CA El Centro city, California","CA",932,1142,1225.32188841202,"Adequate supply"
"0621796","CA El Cerrito city, California","CA",1007,214,212.512413108242,"Moderate desert"
"0621880","CA El Dorado Hills CDP, California","CA",1452,103,70.9366391184573,"Severe desert"
"0621936","CA El Granada CDP, California","CA",309,2,6.47249190938511,"Severe desert"
"0622020","CA Elk Grove city, California","CA",4918,952,193.574623830826,"Moderate desert"
"0622230","CA El Monte city, California","CA",1204,1109,921.09634551495,"Adequate supply"
"0622300","CA El Paso de Robles (Paso Robles) city, California","CA",1051,501,476.688867745005,"Low availability"
"0622412","CA El Segundo city, California","CA",747,7,9.37081659973226,"Severe desert"
"0622454","CA El Sobrante CDP, California","CA",488,172,352.459016393443,"Low availability"
"0622457","CA El Sobrante CDP, California","CA",237,1,4.21940928270042,"Severe desert"
"0622594","CA Emeryville city, California","CA",857,259,302.217036172695,"Low availability"
"0622678","CA Encinitas city, California","CA",2803,170,60.6493043168034,"Severe desert"
"0622790","CA Escalon city, California","CA",222,47,211.711711711712,"Moderate desert"
"0622804","CA Escondido city, California","CA",6187,972,157.103604331663,"Moderate desert"
"0623000","CA Eucalyptus Hills CDP, California","CA",284,6,21.1267605633803,"Severe desert"
"0623042","CA Eureka city, California","CA",683,831,1216.69106881406,"Adequate supply"
"0623126","CA Exeter city, California","CA",242,58,239.669421487603,"Moderate desert"
"0623168","CA Fairfax town, California","CA",490,193,393.877551020408,"Low availability"
"0623182","CA Fairfield city, California","CA",3427,1199,349.868689816166,"Low availability"
"0623294","CA Fair Oaks CDP, California","CA",1064,181,170.112781954887,"Moderate desert"
"0623350","CA Fairview CDP, California","CA",243,51,209.876543209877,"Moderate desert"
"0623462","CA Fallbrook CDP, California","CA",643,172,267.496111975117,"Low availability"
"0624092","CA Fillmore city, California","CA",434,270,622.119815668203,"Adequate supply"
"0624477","CA Florence-Graham CDP, California","CA",611,656,1073.64975450082,"Adequate supply"
"0624498","CA Florin CDP, California","CA",868,1064,1225.8064516129,"Adequate supply"
"0624638","CA Folsom city, California","CA",3486,372,106.71256454389,"Moderate desert"
"0624680","CA Fontana city, California","CA",3728,1104,296.137339055794,"Low availability"
"0624722","CA Foothill Farms CDP, California","CA",1280,394,307.8125,"Low availability"
"0625296","CA Fortuna city, California","CA",336,210,625,"Adequate supply"
"0625338","CA Foster City city, California","CA",1314,155,117.960426179604,"Moderate desert"
"0625380","CA Fountain Valley city, California","CA",2036,609,299.115913555992,"Low availability"
"0625436","CA Fowler city, California","CA",393,58,147.582697201018,"Moderate desert"
"0625488","CA Franklin CDP, California","CA",261,77,295.019157088123,"Low availability"
"0626000","CA Fremont city, California","CA",8851,1502,169.698339170715,"Moderate desert"
"0626067","CA French Valley CDP, California","CA",444,7,15.7657657657658,"Severe desert"
"0627000","CA Fresno city, California","CA",21961,13365,608.578844314922,"Adequate supply"
"0628000","CA Fullerton city, California","CA",5247,744,141.795311606632,"Moderate desert"
"0628112","CA Galt city, California","CA",515,119,231.067961165049,"Moderate desert"
"0628168","CA Gardena city, California","CA",1928,731,379.149377593361,"Low availability"
"0629000","CA Garden Grove city, California","CA",4736,2848,601.351351351351,"Adequate supply"
"0629504","CA Gilroy city, California","CA",1630,1166,715.337423312883,"Adequate supply"
"0630000","CA Glendale city, California","CA",9779,2043,208.917067184784,"Moderate desert"
"0630014","CA Glendora city, California","CA",1559,159,101.988454137267,"Moderate desert"
"0630282","CA Golden Hills CDP, California","CA",260,6,23.0769230769231,"Severe desert"
"0630345","CA Gold River CDP, California","CA",306,1,3.26797385620915,"Severe desert"
"0630378","CA Goleta city, California","CA",1164,460,395.189003436426,"Low availability"
"0630658","CA Grand Terrace city, California","CA",295,58,196.610169491525,"Moderate desert"
"0630693","CA Granite Bay CDP, California","CA",776,9,11.5979381443299,"Severe desert"
"0631393","CA Grover Beach city, California","CA",376,132,351.063829787234,"Low availability"
"0631414","CA Guadalupe city, California","CA",263,99,376.425855513308,"Low availability"
"0631470","CA Guerneville CDP, California","CA",304,179,588.815789473684,"Adequate supply"
"0631596","CA Hacienda Heights CDP, California","CA",1661,130,78.266104756171,"Severe desert"
"0631708","CA Half Moon Bay city, California","CA",555,253,455.855855855856,"Low availability"
"0631960","CA Hanford city, California","CA",1733,558,321.98499711483,"Low availability"
"0632506","CA Hawaiian Gardens city, California","CA",318,313,984.276729559748,"Adequate supply"
"0632548","CA Hawthorne city, California","CA",2957,871,294.555292526209,"Low availability"
"0633000","CA Hayward city, California","CA",4473,2034,454.728370221328,"Low availability"
"0633056","CA Healdsburg city, California","CA",580,126,217.241379310345,"Moderate desert"
"0633182","CA Hemet city, California","CA",2176,1524,700.367647058824,"Adequate supply"
"0633308","CA Hercules city, California","CA",983,218,221.77009155646,"Moderate desert"
"0633364","CA Hermosa Beach city, California","CA",1053,6,5.6980056980057,"Severe desert"
"0633434","CA Hesperia city, California","CA",2192,286,130.474452554745,"Moderate desert"
"0633532","CA Hidden Meadows CDP, California","CA",233,2,8.58369098712446,"Severe desert"
"0633574","CA Highgrove CDP, California","CA",272,27,99.2647058823529,"Severe desert"
"0633588","CA Highland city, California","CA",1218,383,314.449917898194,"Low availability"
"0633798","CA Hillsborough town, California","CA",306,2,6.5359477124183,"Severe desert"
"0633861","CA Hilmar-Irwin CDP, California","CA",238,6,25.2100840336134,"Severe desert"
"0634120","CA Hollister city, California","CA",1164,370,317.86941580756,"Low availability"
"0634904","CA Hughson city, California","CA",219,12,54.7945205479452,"Severe desert"
"0636000","CA Huntington Beach city, California","CA",8116,1548,190.734351897486,"Moderate desert"
"0636056","CA Huntington Park city, California","CA",783,634,809.70625798212,"Adequate supply"
"0636280","CA Imperial city, California","CA",333,181,543.543543543543,"Adequate supply"
"0636294","CA Imperial Beach city, California","CA",596,434,728.187919463087,"Adequate supply"
"0636434","CA Indian Wells city, California","CA",409,61,149.144254278729,"Moderate desert"
"0636448","CA Indio city, California","CA",1493,887,594.10582719357,"Adequate supply"
"0636546","CA Inglewood city, California","CA",3309,1919,579.933514656996,"Adequate supply"
"0636672","CA Ione city, California","CA",321,1,3.11526479750779,"Severe desert"
"0636770","CA Irvine city, California","CA",15882,2451,154.325651681148,"Moderate desert"
"0636980","CA Jackson city, California","CA",362,149,411.602209944751,"Low availability"
"0637120","CA Jamul CDP, California","CA",218,20,91.743119266055,"Severe desert"
"0637692","CA Jurupa Valley city, California","CA",2090,447,213.875598086124,"Moderate desert"
"0638086","CA Kensington CDP, California","CA",215,1,4.65116279069767,"Severe desert"
"0638114","CA Kentfield CDP, California","CA",312,25,80.1282051282051,"Severe desert"
"0638226","CA Kerman city, California","CA",358,34,94.9720670391061,"Severe desert"
"0638520","CA King City city, California","CA",238,71,298.319327731092,"Low availability"
"0638562","CA Kingsburg city, California","CA",331,92,277.945619335347,"Low availability"
"0639003","CA La Cañada Flintridge city, California","CA",533,1,1.87617260787993,"Severe desert"
"0639045","CA La Crescenta-Montrose CDP, California","CA",784,27,34.4387755102041,"Severe desert"
"0639108","CA Ladera Heights CDP, California","CA",386,10,25.9067357512953,"Severe desert"
"0639114","CA Ladera Ranch CDP, California","CA",718,57,79.3871866295265,"Severe desert"
"0639122","CA Lafayette city, California","CA",1044,145,138.888888888889,"Moderate desert"
"0639178","CA Laguna Beach city, California","CA",1273,91,71.4846818538885,"Severe desert"
"0639220","CA Laguna Hills city, California","CA",1278,140,109.546165884194,"Moderate desert"
"0639248","CA Laguna Niguel city, California","CA",2665,290,108.818011257036,"Moderate desert"
"0639259","CA Laguna Woods city, California","CA",600,94,156.666666666667,"Moderate desert"
"0639290","CA La Habra city, California","CA",1751,327,186.75042832667,"Moderate desert"
"0639444","CA Lake Arrowhead CDP, California","CA",420,47,111.904761904762,"Moderate desert"
"0639486","CA Lake Elsinore city, California","CA",1226,264,215.334420880914,"Moderate desert"
"0639496","CA Lake Forest city, California","CA",2510,231,92.0318725099602,"Severe desert"
"0639598","CA Lakeland Village CDP, California","CA",222,56,252.252252252252,"Low availability"
"0639612","CA Lake Los Angeles CDP, California","CA",251,96,382.470119521912,"Low availability"
"0639766","CA Lakeside CDP, California","CA",438,212,484.018264840183,"Low availability"
"0639892","CA Lakewood city, California","CA",2791,271,97.0978144034396,"Severe desert"
"0640004","CA La Mesa city, California","CA",2373,951,400.758533501896,"Low availability"
"0640032","CA La Mirada city, California","CA",1869,197,105.403959336544,"Moderate desert"
"0640130","CA Lancaster city, California","CA",5194,5298,1020.02310358106,"Adequate supply"
"0640256","CA La Palma city, California","CA",405,77,190.123456790123,"Moderate desert"
"0640326","CA La Presa CDP, California","CA",815,323,396.319018404908,"Low availability"
"0640340","CA La Puente city, California","CA",750,560,746.666666666667,"Adequate supply"
"0640354","CA La Quinta city, California","CA",1185,132,111.392405063291,"Moderate desert"
"0640410","CA La Riviera CDP, California","CA",299,23,76.9230769230769,"Severe desert"
"0640426","CA Larkfield-Wikiup CDP, California","CA",263,101,384.030418250951,"Low availability"
"0640438","CA Larkspur city, California","CA",731,174,238.030095759234,"Moderate desert"
"0640704","CA Lathrop city, California","CA",974,114,117.043121149897,"Moderate desert"
"0640830","CA La Verne city, California","CA",1437,233,162.14335421016,"Moderate desert"
